ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-420,MapQuest,201,2,2/29/2016 18:10,2/29/2016 18:40,39.767769,-84.17717,,,0.01,Accident on OH-4 Keowee St at Ottawa St.,,Ottawa St,R,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2/29/2016 17:58,52.5,,41,30,10,SW,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-421,MapQuest,201,2,2/29/2016 18:18,2/29/2016 18:48,39.812687,-84.227348,,,0.01,Accident on Turner Rd at OH-48 Main St.,,N Main St,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2/29/2016 17:56,50,,52,30,10,WSW,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-422,MapQuest-Bing,247,3,2/29/2016 18:42,2/29/2016 21:00,39.986324,-82.985458,,,0.01,Delays and left lane closed due to accident on I-71 North Fwy Southbound after 5th Ave.,,North Fwy S,R,Columbus,Franklin,OH,43201,US,US/Eastern,KCMH,2/29/2016 18:51,48.9,,46,30,10,SSW,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-423,MapQuest,247,3,2/29/2016 19:32,2/29/2016 23:59,40.109913,-84.223648,,,0.01,Delays and right lane closed due to accident on I-75 Southbound in Springcreek.,,I-75 S,R,Piqua,Miami,OH,45356,US,US/Eastern,KVES,2/29/2016 19:35,44.6,41.4,66,29.98,10,SW,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-424,MapQuest,201,2,2/29/2016 19:52,2/29/2016 20:22,39.83847,-84.246307,,,0.01,Accident on Dog Leg Rd near Stillwater River.,,Dog Leg Rd,R,Dayton,Montgomery,OH,45415,US,US/Eastern,KDAY,2/29/2016 19:56,46,41,58,30.02,10,SW,10.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-425,MapQuest,201,2,2/29/2016 20:30,2/29/2016 21:00,39.627991,-84.170219,,,0,Accident on Miller Farm Ln at OH-725 Miamisburg Centerville Rd.,400,Miamisburg Centerville Rd,L,Dayton,Montgomery,OH,45459-4752,US,US/Eastern,KMGY,2/29/2016 20:53,45,42.6,52,30.02,10,South,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-426,MapQuest,201,2,3/1/2016 5:05,3/1/2016 5:35,39.945835,-83.061295,,,0,Accident on Wheatland Ave at Sullivant Ave. Expect delays.,460,S Wheatland Ave,L,Columbus,Franklin,OH,43204-3157,US,US/Eastern,KTZR,3/1/2016 4:55,34,31,85,29.94,10,SE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-427,MapQuest,201,2,3/1/2016 6:14,3/1/2016 6:44,39.591389,-84.229485,,,0.01,Accident on OH-741 Springboro Pike at Tech Blvd. Expect delays.,10654,Springboro Pike,L,Miamisburg,Montgomery,OH,45342-4940,US,US/Eastern,KMGY,3/1/2016 5:53,37.9,32.1,68,29.92,10,SSE,8.1,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-428,MapQuest,201,2,3/1/2016 7:30,3/1/2016 8:00,39.790302,-84.213905,,,0.01,Accident on OH-48 Main St at Beechwood Ave.,1,E Beechwood Ave,L,Dayton,Montgomery,OH,45405-3032,US,US/Eastern,KDAY,3/1/2016 7:56,37,30.4,79,29.9,10,SSE,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-429,MapQuest,201,2,3/1/2016 7:31,3/1/2016 8:01,39.927441,-83.056198,,,0.01,Accident on US-62 Harrisburg Pike at Briggs Rd / October Ridge Dr. Expect delays.,1499,Harrisburg Pike,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/1/2016 7:20,35.6,32.8,81,29.94,10,SSE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-430,MapQuest,201,2,3/1/2016 7:46,3/1/2016 8:16,39.946892,-82.915489,,,0.01,Accident on Livingston Ave at James Rd.,3059,E Livingston Ave,R,Columbus,Franklin,OH,43209-3047,US,US/Eastern,KCMH,3/1/2016 7:51,37,33.3,73,29.95,10,ESE,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-431,MapQuest,201,3,3/1/2016 8:16,3/1/2016 8:46,40.002552,-83.118355,,,0.01,Accident on I-270 Outerbelt Southbound at Exit 10 Roberts Rd. Expect delays.,,Roberts Rd,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,3/1/2016 7:47,33.8,30.8,87,29.92,10,ESE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-432,MapQuest,201,2,3/1/2016 10:06,3/1/2016 10:36,39.79031,-84.029114,,,0.01,Accident on Funderburg Rd near Ironwood Dr. Expect delays.,99,W Funderburg Rd,R,Fairborn,Greene,OH,45324-2815,US,US/Eastern,KFFO,3/1/2016 9:58,46.6,,61,29.82,10,South,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-433,MapQuest,201,2,3/1/2016 10:19,3/1/2016 10:49,39.087887,-84.236076,,,0.01,Accident on Old State Route 74 at Shayler Rd.,1299,Shayler Rd,R,Batavia,Clermont,OH,45103-2532,US,US/Eastern,KI69,3/1/2016 10:12,54.1,,42,29.8,10,South,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-434,MapQuest,201,2,3/1/2016 10:41,3/1/2016 11:11,39.188583,-84.258705,,,0.01,Accident on OH-28 State Route 28 at Bypass 28 / Romar Dr. Expect delays.,832,State Route 28,R,Milford,Clermont,OH,45150-1901,US,US/Eastern,KI69,3/1/2016 10:32,54.3,,43,29.81,10,SW,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-435,MapQuest,201,2,3/1/2016 11:12,3/1/2016 11:42,39.012833,-83.797585,,,0.01,Accident on OH-32 Appalachian Hwy at County Hwy-3 Sardinia Mowrystwn Rd. Expect delays.,,Appalachian Hwy,R,Sardinia,Brown,OH,45171,US,US/Eastern,KI69,3/1/2016 11:12,53.6,,52,29.76,10,South,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-436,MapQuest,201,3,3/1/2016 11:56,3/1/2016 12:26,40.151196,-84.220032,,,7.07,Accident on I-75 Northbound from Exit 74 OH-41 Main St to Exit 82 US-36 Ash St. Expect delays.,,E Ash St,R,Piqua,Miami,OH,45356,US,US/Eastern,KVES,3/1/2016 11:55,42.8,37.5,93,29.72,4,South,9.2,0.09,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-437,MapQuest,201,2,3/1/2016 12:36,3/1/2016 13:51,40.033405,-82.910225,,,0.01,Accident on Stelzer Rd near McCutcheon Rd.,2798,McCutcheon Rd,L,Columbus,Franklin,OH,43219-3340,US,US/Eastern,KCMH,3/1/2016 12:51,55.9,,39,29.72,10,South,8.1,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-438,MapQuest,201,2,3/1/2016 12:50,3/1/2016 13:20,39.591389,-84.229485,,,0.01,Accident on OH-741 Springboro Pike near Tech Blvd.,10654,Springboro Pike,L,Miamisburg,Montgomery,OH,45342-4940,US,US/Eastern,KMGY,3/1/2016 12:53,48,,71,29.72,10,WNW,8.1,0.02,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-439,MapQuest,201,2,3/1/2016 16:41,3/1/2016 17:11,40.080338,-82.880074,,,0.01,Accident on OH-161 New Albany Expy Eastbound at Little Turtle Way.,,New Albany Expy E,R,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,3/1/2016 16:51,48,,96,29.55,4,SSW,5.8,0.19,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-440,MapQuest,201,2,3/1/2016 17:23,3/1/2016 18:23,40.200333,-83.027435,,,0,Accident on Pullman Dr at Lewis Center Rd.,190,Lewis Center Rd,R,Lewis Center,Delaware,OH,43035-9047,US,US/Eastern,KDLZ,3/1/2016 17:17,48.2,,93,29.51,10,SSW,9.2,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-441,MapQuest,201,3,3/1/2016 17:31,3/1/2016 18:01,40.02504,-82.904129,,,0.01,Accident on I-270 Outerbelt Northbound at Exits 35A 35B I-670 Northeast Fwy.,,Outerbelt S,R,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,3/1/2016 17:25,48.2,,93,29.52,8,South,8.1,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-442,MapQuest,201,3,3/1/2016 17:39,3/1/2016 21:00,40.013062,-82.90213,,,0.01,Left lane closed due to accident on I-270 Outerbelt Southbound at Exits 35A 35B I-670 Northeast Fwy.,,Outerbelt N,R,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,3/1/2016 17:47,48.2,,100,29.52,8,SSW,9.2,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-443,MapQuest,201,3,3/1/2016 18:07,3/1/2016 18:37,40.065559,-82.906418,,,0.01,Accident on I-270 Outerbelt at I-270 Outerbelt.,,Outerbelt S,R,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,3/1/2016 18:04,50,,94,29.52,5,SW,10.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-444,MapQuest,201,2,3/1/2016 18:37,3/1/2016 19:07,39.588413,-84.229774,,,0.01,Accident on OH-741 Springboro Pike at Tech Blvd.,11160,Springboro Pike,L,Miamisburg,Montgomery,OH,45342-4951,US,US/Eastern,KMGY,3/1/2016 18:53,39,28,82,29.69,10,WNW,25.3,0,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-445,MapQuest,201,2,3/1/2016 18:52,3/1/2016 19:22,39.902195,-83.084763,,,0,Accident on Urban Hollow Ct in Grove City.,3329,Urban Hollow Ct,L,Urbancrest,Franklin,OH,43123-1308,US,US/Eastern,KTZR,3/1/2016 18:50,48.2,,87,29.56,10,West,15,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-446,MapQuest,201,3,3/2/2016 16:36,3/2/2016 17:06,41.370506,-83.616997,,,0.01,Accident on I-75 Southbound at Exit 181 OH-64.,,I-75 S,R,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,3/2/2016 16:53,28.9,19.2,54,30.16,10,WNW,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-447,MapQuest,201,2,3/2/2016 17:12,3/2/2016 17:42,39.945427,-82.846558,,,0.01,Accident on I-270 Outerbelt Southbound at Exit 43A-B/41A-B US-40 Main St.,,Outerbelt S,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,3/2/2016 16:51,30.9,25.2,47,30.17,10,NW,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-448,MapQuest,201,3,3/2/2016 17:32,3/2/2016 18:02,39.945751,-82.846252,,,0.01,Accident on I-270 Outerbelt Northbound at Exit 43A-B/41A-B US-40 Main St.,,Outerbelt S,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,3/2/2016 17:51,30.9,21.7,47,30.18,10,WNW,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-449,MapQuest,201,2,3/2/2016 17:52,3/2/2016 18:22,41.316475,-81.649101,,,0.01,Accident on OH-82 Royalton Rd at I-77.,,E Royalton Rd,R,Brecksville,Cuyahoga,OH,44141,US,US/Eastern,KCLE,3/2/2016 17:51,25,14.8,66,30.2,10,WNW,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-450,MapQuest,201,2,3/2/2016 19:20,3/2/2016 19:50,39.786633,-84.170837,,,0.01,Accident on OH-202 Troy St at Stanley Ave.,1415,Troy St,L,Dayton,Montgomery,OH,45404-2726,US,US/Eastern,KFFO,3/2/2016 18:58,29.8,23.9,48,30.2,10,WSW,5.8,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-451,MapQuest,201,2,3/2/2016 19:43,3/2/2016 20:13,39.768337,-84.194244,,,0,Accident on Babbitt St at OH-48 Main St.,1,E Babbitt St,L,Dayton,Montgomery,OH,45405-4967,US,US/Eastern,KDAY,3/2/2016 19:56,28.9,23.9,56,30.21,10,SW,4.6,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-452,MapQuest,201,2,3/2/2016 20:36,3/2/2016 21:06,39.797005,-84.154556,,,0,Accident on Lakebend Dr in Dayton.,3820,Lakebend Dr,R,Dayton,Montgomery,OH,45404-2135,US,US/Eastern,KFFO,3/2/2016 20:58,29.5,,53,30.2,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-453,MapQuest,201,2,3/3/2016 4:51,3/3/2016 5:21,40.005947,-82.858887,,,0,Accident on Beaverbrook Ct at Beaverbrook Dr.,601,Beaverbrook Ct,R,Columbus,Franklin,OH,43230-3373,US,US/Eastern,KCMH,3/3/2016 4:51,25,19.3,66,30.19,10,SE,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-454,MapQuest,201,2,3/3/2016 6:39,3/3/2016 7:09,39.355782,-83.268311,,,0.01,Accident on OH-28 State Route 28 at Morgan Rd. Expect delays.,5731,State Route 28,R,Frankfort,Ross,OH,45628-9569,US,US/Eastern,KLCK,3/3/2016 6:35,25.2,20.9,79,30.17,10,SE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-455,MapQuest,201,3,3/3/2016 6:51,3/3/2016 7:21,40.030914,-82.994598,,,0.01,Right hand shoulder blocked due to accident on I-71 Northbound at Exit 114 Silver Dr.,,E North Broadway St,R,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,3/3/2016 6:51,27,19.5,61,30.19,10,SE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-456,MapQuest,201,2,3/3/2016 7:40,3/3/2016 8:10,39.746147,-84.183167,,,0,Accident on Magnolia St at Brown St. Expect delays.,915,Brown St,R,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,3/3/2016 7:35,30.2,24.3,75,30.14,3,South,5.8,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-457,MapQuest,201,2,3/3/2016 7:43,3/3/2016 8:13,39.771233,-84.1763,,,0,Accident on Herman Ave Southbound near Creston Ave.,1,Creston Ave,L,Dayton,Montgomery,OH,45404-1701,US,US/Eastern,KFFO,3/3/2016 7:35,30.2,24.3,75,30.14,3,South,5.8,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-458,MapQuest,244,3,3/3/2016 7:44,3/3/2016 8:14,39.976398,-83.119225,,,0.01,Shoulder blocked due to accident on I-70 Westbound at Exits 93 93A 93B I-270 Outerbelt.,,Outerbelt S,R,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,3/3/2016 7:50,26.6,20,80,30.16,10,SE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-459,MapQuest,201,3,3/3/2016 7:45,3/3/2016 8:15,39.948391,-82.943558,,,0.01,Left hand shoulder blocked due to accident on I-70 Westbound at Exit 103B Alum Creek Dr.,,East Fwy W,R,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,3/3/2016 7:51,28,19.3,58,30.19,10,ESE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-460,MapQuest,201,2,3/3/2016 8:07,3/3/2016 8:37,39.321606,-84.070908,,,0.01,Accident on OH-132 State Route 132 at OH-123 State Route 123. Expect delays.,7200,State Route 132,L,Blanchester,Clinton,OH,45107-8472,US,US/Eastern,KILN,3/3/2016 7:54,28.9,25.2,78,30.21,4,SSE,3.5,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-461,MapQuest,201,2,3/3/2016 8:19,3/3/2016 8:49,39.085529,-84.178314,,,0.01,Accident on OH-132 State Route 132 at OH-222 State Route 222. Expect delays.,,State Route 32,R,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,3/3/2016 8:13,30,,99,30.13,5,Calm,,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-462,MapQuest,201,2,3/3/2016 9:12,3/3/2016 9:42,39.758556,-84.177246,,,0.01,Accident on 5th St at Keowee St.,214,S Keowee St,L,Dayton,Montgomery,OH,45402-2242,US,US/Eastern,KFFO,3/3/2016 8:58,30.6,24.7,79,30.16,10,SE,5.8,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-463,MapQuest,241,3,3/3/2016 9:42,3/3/2016 10:12,39.939571,-83.009911,,,0.01,One lane blocked due to accident on I-71 Southbound at Exit 105 Greenlawn Ave.,,Greenlawn Ave,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/3/2016 9:50,30.2,24.3,69,30.13,10,SE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-464,MapQuest,201,3,3/3/2016 10:05,3/3/2016 10:35,39.747753,-84.205582,,,0.01,Accident on I-75 Northbound near Exits 52 52B US-35. Expect delays.,,I-75 S,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,3/3/2016 10:05,30,22.4,92,30.1,1,SSE,8.1,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-465,MapQuest,201,2,3/3/2016 11:28,3/3/2016 11:58,39.815628,-84.093338,,,0,Accident on Union Schoolhouse Rd at Baker Rd.,4201,Baker Rd,L,Dayton,Montgomery,OH,45424-1846,US,US/Eastern,KFFO,3/3/2016 11:25,32,27.5,93,30.1,1,SE,4.6,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-466,MapQuest,201,2,3/3/2016 11:51,3/3/2016 12:21,39.635357,-84.216339,,,0,Accident on Mall Ring Rd at OH-725 Miamisburg Centerville Rd.,2549,Miamisburg Centerville Rd,R,Dayton,Montgomery,OH,45459-3772,US,US/Eastern,KMGY,3/3/2016 11:53,34,26,79,30.11,3,SSE,10.4,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-467,MapQuest,201,2,3/3/2016 11:57,3/3/2016 12:27,39.757317,-84.151299,,,0,Accident on Davis Ave at Belpre Pl.,450,Davis Ave,R,Dayton,Montgomery,OH,45403-2912,US,US/Eastern,KFFO,3/3/2016 11:58,32,25.6,100,30.14,2.5,SE,6.9,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-468,MapQuest,201,2,3/3/2016 14:24,3/3/2016 15:09,39.768837,-84.201569,,,0,Accident on Forest Ave at Grand Ave.,305,W Grand Ave,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,3/3/2016 13:56,33.1,26.1,96,30.07,1.5,SSE,8.1,0.01,Light Snow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-469,MapQuest,201,2,3/3/2016 14:58,3/3/2016 15:58,39.749916,-84.139359,,,0.01,Accident on US-35 Westbound at Smithville Rd.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,3/3/2016 14:58,33.1,26.9,94,30.08,1.5,SSE,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-470,MapQuest,201,2,3/3/2016 15:06,3/3/2016 15:51,39.685413,-84.220871,,,0.01,Accident on OH-741 Springboro Pike at Dixie Dr.,,S Dixie Dr,R,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,3/3/2016 15:12,33.1,26.9,89,30.02,1,SSE,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-471,MapQuest,201,2,3/3/2016 15:07,3/3/2016 15:37,39.919437,-82.775238,,,0,Accident on Fairfax Dr at Stonecreek Dr.,11660,Stonecreek Dr,R,Pickerington,Fairfield,OH,43147-9671,US,US/Eastern,KLHQ,3/3/2016 15:10,33.1,26.1,82,30.06,2,SE,8.1,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-472,MapQuest,201,2,3/3/2016 16:11,3/3/2016 16:41,39.972076,-83.098183,,,0.01,Accident on Wilson Rd Northbound in Columbus.,1024,N Wilson Rd,R,Columbus,Franklin,OH,43204-1467,US,US/Eastern,KTZR,3/3/2016 15:50,30.2,25.4,100,30.05,1,South,4.6,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-473,MapQuest,201,3,3/3/2016 16:30,3/3/2016 17:15,39.791206,-84.206223,,,0.01,Accident on Hillcrest Ave at Riverside Dr.,,E Hillcrest Ave,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,3/3/2016 16:24,34,27.2,96,30.01,2.5,South,8.1,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-474,MapQuest,201,2,3/3/2016 16:35,3/3/2016 17:20,39.778645,-84.204765,,,0.01,Accident on OH-48 Main St at Burton Ave.,1696,N Main St,R,Dayton,Montgomery,OH,45405-4140,US,US/Eastern,KDAY,3/3/2016 16:46,33.1,26.9,96,30,2,SE,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-475,MapQuest,201,2,3/3/2016 17:31,3/3/2016 23:00,39.749916,-84.139359,,,0.01,Left lane closed due to accident on US-35 Eastbound at Smithville Rd.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,3/3/2016 17:38,32,25.6,100,30,1.8,SE,6.9,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
